"","score","text","created","tweet","sentiment"
"5073",0,"gym send gcs",2017-11-18,"neutral",0
"5074",1,"university heights plaza providence",2017-11-18,"positive",1
"5075",1,"letting kids purchase companies fun introduce stock market familiar wit",2017-11-18,"positive",1
"5076",0,"got outta",2017-11-18,"neutral",0
"5077",0,"",2017-11-18,"neutral",0
"5078",-2,"another xmas tradition annual rage issue mind",2017-11-18,"negative",0
"5079",-1," boycott double",2017-11-18,"negative",0
"5080",0,"celebrated campaign stupid management",2017-11-18,"neutral",0
"5081",0,"",2017-11-18,"neutral",0
"5082",1,"pleasure",2017-11-18,"positive",1
"5083",0,"gym send gcs",2017-11-18,"neutral",0
"5084",0,"gym send gcs",2017-11-18,"neutral",0
"5085",0," cafe lit playing bachata dance seat lol",2017-11-18,"neutral",0
"5086",-1,"distraction happening  tidin",2017-11-18,"negative",0
"5087",1," available weeks",2017-11-18,"positive",1
"5088",0,"entrepreneur k_kennyrhine_",2017-11-18,"neutral",0
"5089",0,"daughter phoenix",2017-11-18,"neutral",0
"5090",1,"stole half lucky love",2017-11-18,"positive",1
"5091",1,"katee sackhoff longmire looks jeans love episode",2017-11-18,"positive",1
"5092",0,"lirr prime exposure sale lease divides rent",2017-11-18,"neutral",0
"5093",0,"banger",2017-11-18,"neutral",0
"5094",1,"saturdays yay boo hangover",2017-11-18,"positive",1
"5095",0,"promenade sainte catherine bordeaux france",2017-11-18,"neutral",0
"5096",0,"twelve days   ideas",2017-11-18,"neutral",0
"5097",1,"eggnog frappachino warm windy rainy day",2017-11-18,"positive",1
"5098",-1,"irritating expensive fill top sip",2017-11-18,"negative",0
"5099",1,"spread cheer",2017-11-18,"positive",1
"5100",1,"hot",2017-11-18,"positive",1
"5101",1,"prime site lease cars traffic count available",2017-11-18,"positive",1
"5102",0,"addiction unboxing channel",2017-11-18,"neutral",0
"5103",0,"cafe lit playing bachata dance seat lol",2017-11-18,"neutral",0
"5104",0,"fan email coolpurple spam please nyc cards trade cities",2017-11-18,"neutral",0
"5105",1,"hey fans world wide start trading club york send card city",2017-11-18,"positive",1
"5106",-1,"miss yah",2017-11-18,"negative",0
"5107",0,"drinking peppermint eating peppermint chocolate cake ball listen ",2017-11-18,"neutral",0
"5108",0,"home lol seattle washington",2017-11-18,"neutral",0
"5109",0,"can draw probably",2017-11-18,"neutral",0
"5110",-1,"wtf tall grande filled floa",2017-11-18,"negative",0
"5111",-2," stupid issue",2017-11-18,"negative",0
"5112",0,"season",2017-11-18,"neutral",0
"5113",0,"touristy selfie person times square",2017-11-18,"neutral",0
"5114",1,"liked menu style cafe brunswick mall feels holidays coming",2017-11-18,"positive",1
"5115",-1,"specifically peppermint mocha peppermint syrup wtf",2017-11-18,"negative",0
"5116",0,"photoshoot",2017-11-18,"neutral",0
"5117",2,"wife hit car yesterday classic oatmeal help recover",2017-11-18,"positive",1
"5118",0,"sharp meet juhu mumbai sunday miss",2017-11-18,"neutral",0
"5119",0,"totally tempted girl name",2017-11-18,"neutral",0
"5120",0," spice flat white instead",2017-11-18,"neutral",0
"5121",0,"can courtney sounds claudia game",2017-11-18,"neutral",0
"5122",0,"just grande tesora",2017-11-18,"neutral",0
"5123",1,"stuff amazing saying",2017-11-18,"positive",1
"5124",0," starbhakts",2017-11-18,"neutral",0
"5125",0,"chai  time",2017-11-18,"neutral",0
"5126",0," starbhakts",2017-11-18,"neutral",0
"5127",-1,"blow whistle",2017-11-18,"negative",0
"5128",0,"channeling inner aka king head lol",2017-11-18,"neutral",0
"5129",-1,"blow whistle",2017-11-18,"negative",0
"5130",1,"love student barista",2017-11-18,"positive",1
"5131",0,"breezy sunday midnight",2017-11-18,"neutral",0
"5132",0,"ornament  stocking ebay",2017-11-18,"neutral",0
"5133",2,"loving wonder",2017-11-18,"positive",1
"5134",0,"race gender graduates jobs",2017-11-18,"neutral",0
"5135",-1,"thanks  waiting",2017-11-18,"negative",0
"5136",0,"finally",2017-11-18,"neutral",0
"5137",0,"omg looking makes marry abortions",2017-11-18,"neutral",0
"5138",0,"happy weekend family friends fell",2017-11-18,"neutral",0
"5139",1,"loving",2017-11-18,"positive",1
"5140",0,"learning barista understand foam foam means foam",2017-11-18,"neutral",0
"5141",0,"grab morning catch entertainment",2017-11-18,"neutral",0
"5142",-1,"blow whistle",2017-11-18,"negative",0
"5143",0,"check nib green dot ceramic  travel mug lid via",2017-11-18,"neutral",0
"5144",0,"true fan   quiz",2017-11-18,"neutral",0
"5145",-1,"blow whistle",2017-11-18,"negative",0
"5146",0,"first venti",2017-11-18,"neutral",0
"5147",0,"true fan   quiz",2017-11-18,"neutral",0
"5148",0,"entire paycheck",2017-11-18,"neutral",0
"5149",0,"true fan   quiz",2017-11-18,"neutral",0
"5150",1,"thrilling romance copy",2017-11-18,"positive",1
"5151",0,"problematic totally awesome anymore kno",2017-11-18,"neutral",0
"5152",-1,"blow whistle",2017-11-18,"negative",0
"5153",0,"first day",2017-11-18,"neutral",0
"5154",-2,"fewer false christians protest",2017-11-18,"negative",0
"5155",0,"victims afford medical care las vegas mass shooting yall worried",2017-11-18,"neutral",0
"5156",0,"watched touch bagel",2017-11-18,"neutral",0
"5157",1,"easing day editing photos learning light",2017-11-18,"positive",1
"5158",0,"saturday morning heading pasadena real estate",2017-11-18,"neutral",0
"5159",1,"lesbian couple  cheered lgbt advocates look",2017-11-18,"positive",1
"5160",0,"mean check  basket",2017-11-18,"neutral",0
"5161",-1,"fat toilets boobs set hand dryer",2017-11-18,"negative",0
"5162",0,"",2017-11-18,"neutral",0
"5163",-1,"pray green tea extract carcinogenic bug",2017-11-18,"negative",0
"5164",0," morning",2017-11-18,"neutral",0
"5165",0,"",2017-11-18,"neutral",0
"5166",0,"",2017-11-18,"neutral",0
"5167",0,"realizing espresso shots frappuccinos",2017-11-18,"neutral",0
"5168",0,"kalispell montana",2017-11-18,"neutral",0
"5169",0,"",2017-11-18,"neutral",0
"5170",0,"just basic",2017-11-18,"neutral",0
"5171",0,"omg looking makes marry abortions",2017-11-18,"neutral",0
"5172",0,"psl thanks",2017-11-18,"neutral",0
"5173",0,"tis season",2017-11-18,"neutral",0
"5174",1,"snow storm coming tomorrow enjoying storm comes",2017-11-18,"positive",1
"5175",0,"meet finish race",2017-11-18,"neutral",0
"5176",0,"home chilling catching sipping",2017-11-18,"neutral",0
"5177",1,"favorite time",2017-11-18,"positive",1
"5178",1,"thank tsaprecheck louisiana coming",2017-11-18,"positive",1
"5179",0,"begins",2017-11-18,"neutral",0
"5180",0,"even konerko",2017-11-18,"neutral",0
"5181",0,"currently sat cake weekend guys",2017-11-18,"neutral",0
"5182",2,"fav basket look amazing items",2017-11-18,"positive",1
"5183",0,"limits special customization reach customer satisfy",2017-11-18,"neutral",0
"5184",-2," abused kids outrage",2017-11-18,"negative",0
"5185",0,"will stop triggered offended literally",2017-11-18,"neutral",0
"5186",-1,"biggest design count fucking blessings",2017-11-18,"negative",0
"5187",1,"mantra break gracefully speaking innovation marc farrell",2017-11-18,"positive",1
"5188",1,"check bearista rudolph plush bear mwmt via",2017-11-18,"positive",1
"5189",0,"normally guy",2017-11-18,"neutral",0
"5190",0,"idea complacency allowed trends changes marc farrell",2017-11-18,"neutral",0
"5191",0,"seen misspelling name truly special",2017-11-18,"neutral",0
"5192",0,"optimize usage retail space foot traffic flow makes sense",2017-11-18,"neutral",0
"5193",0,"saving ember mug",2017-11-18,"neutral",0
"5194",0,"season",2017-11-18,"neutral",0
"5195",0,"season york",2017-11-18,"neutral",0
"5196",0,"find opportunity store programs website",2017-11-18,"neutral",0
"5197",-1,"biggest design count fucking blessings",2017-11-18,"negative",0
"5198",0,"mmm mmm",2017-11-18,"neutral",0
"5199",0,"course",2017-11-18,"neutral",0
"5200",0,"understand fundamental cycle customer marc farrell",2017-11-18,"neutral",0
"5201",0,"water bottle remind stay hydrated apps phone orde",2017-11-18,"neutral",0
"5202",2,"headed home exciting incredibly week",2017-11-18,"positive",1
"5203",1,"heading free magazine digital",2017-11-18,"positive",1
"5204",0,"think serve consumers future",2017-11-18,"neutral",0
"5205",0,"continue raise bar pushing envelope marc farrell",2017-11-18,"neutral",0
"5206",2,"wonderful wonderful time",2017-11-18,"positive",1
"5207",0,"vets day",2017-11-18,"neutral",0
"5208",0,"",2017-11-18,"neutral",0
"5209",0,"continue evolutionary pod digital thinking physical space",2017-11-18,"neutral",0
"5210",0,"sense community collective building brand",2017-11-18,"neutral",0
"5211",1,"ceo options fast growing categories story",2017-11-18,"positive",1
"5212",0,"pick",2017-11-18,"neutral",0
"5213",0,"bringing local community life brand marc farrell",2017-11-18,"neutral",0
"5214",0,"come perspective void fill customers daily life",2017-11-18,"neutral",0
"5215",0,"will stop triggered offended literally",2017-11-18,"neutral",0
"5216",-1,"wrong seriously pay attention",2017-11-18,"negative",0
"5217",1,"good morning",2017-11-18,"positive",1
"5218",0,"game",2017-11-18,"neutral",0
"5219",-2,"jesus christ god damned care bullshit",2017-11-18,"negative",0
"5220",-1,"received yellow card inspector failed audit infractions",2017-11-18,"negative",0
"5221",0,"morning hmm",2017-11-18,"neutral",0
"5222",0,"brought",2017-11-18,"neutral",0
"5223",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5224",-2,"abused kids outrage",2017-11-18,"negative",0
"5225",0,"kickstarting shortly fireside chat marc join",2017-11-18,"neutral",0
"5226",1,"marshall fields lady ensure smooth drinking",2017-11-18,"positive",1
"5227",0,"winter calls",2017-11-18,"neutral",0
"5228",0,"wife morning dressed nope changing nope yup",2017-11-18,"neutral",0
"5229",1,"thrilling romance",2017-11-18,"positive",1
"5230",1,"thrilling romance",2017-11-18,"positive",1
"5231",0," starbhakts",2017-11-18,"neutral",0
"5232",0,"blink grown",2017-11-18,"neutral",0
"5233",-1,"time france maybe windy texas weather blow paris",2017-11-18,"negative",0
"5234",-2,"fucking morons",2017-11-18,"negative",0
"5235",0,"girl",2017-11-18,"neutral",0
"5236",0,"witches haunted",2017-11-18,"neutral",0
"5237",0,"first red season  season windy saturday",2017-11-18,"neutral",0
"5238",0,"pre breakfast",2017-11-18,"neutral",0
"5239",0,"next panel starting soon fireside chat imagining retail marc farrell",2017-11-18,"neutral",0
"5240",0,"tried",2017-11-18,"neutral",0
"5241",0,"psa  season",2017-11-18,"neutral",0
"5242",0,"dream true meet anytime",2017-11-18,"neutral",0
"5243",0,"subliminal message folks",2017-11-18,"neutral",0
"5244",-1,"girl lost town",2017-11-18,"negative",0
"5245",1,"time sells mocha price mcdonald lol worth",2017-11-18,"positive",1
"5246",0,"hey corrected spelling canada",2017-11-18,"neutral",0
"5247",0,"",2017-11-18,"neutral",0
"5248",0,"",2017-11-18,"neutral",0
"5249",-2,"peppermint espresso taste cold chilly morning time wrap  gifts",2017-11-18,"negative",0
"5250",0,"syns mouthful tall skinny cappuccino sugar free caramel syrup",2017-11-18,"neutral",0
"5251",0,"saturday faves",2017-11-18,"neutral",0
"5252",0,"",2017-11-18,"neutral",0
"5253",0," togo earrings miniature food jewelry inedible via",2017-11-18,"neutral",0
"5254",0,"nooooo amid images decorations gifts stars",2017-11-18,"neutral",0
"5255",0,"don forget thanksgiving orchard",2017-11-18,"neutral",0
"5256",0,"bit late late daughters friday falcons wear",2017-11-18,"neutral",0
"5257",0,"true story coyote cafe",2017-11-18,"neutral",0
"5258",0,"blend finally arrived",2017-11-18,"neutral",0
"5259",-1,"fox news homophobic conspiracy theory  season",2017-11-18,"negative",0
"5260",0,"don forget thanksgiving orchard",2017-11-18,"neutral",0
"5261",0,"saturday wanna kms",2017-11-18,"neutral",0
"5262",-1,"save tired",2017-11-18,"negative",0
"5263",0,"editing video wife brings",2017-11-18,"neutral",0
"5264",1,"shades grey family friendly version",2017-11-18,"positive",1
"5265",0,"babyyyyyy",2017-11-18,"neutral",0
"5266",1,"popular ranked caffeine courtesy",2017-11-18,"positive",1
"5267",0," looks protected account goes",2017-11-18,"neutral",0
"5268",0,"plan business successfu",2017-11-18,"neutral",0
"5269",0,"looks protected account goes ttm tax rate",2017-11-18,"neutral",0
"5270",0,"tis season",2017-11-18,"neutral",0
"5271",1,"put version frapphead shirt wearing pleasure",2017-11-18,"positive",1
"5272",0,"little diy please",2017-11-18,"neutral",0
"5273",0,"saturday",2017-11-18,"neutral",0
"5274",1,"tag favorite",2017-11-18,"positive",1
"5275",0," starbhakts",2017-11-18,"neutral",0
"5276",1,"tag favorite",2017-11-18,"positive",1
"5277",1,"tag favorite",2017-11-18,"positive",1
"5278",1,"tag favorite",2017-11-18,"positive",1
"5279",-1,"legit vip simple mistake person front",2017-11-18,"negative",0
"5280",1,"justifiy exponentially jacking hot chocolate price seasonally peppermint added",2017-11-18,"positive",1
"5281",2,"grant privilege finally  cheer starts advent",2017-11-18,"positive",1
"5282",0,"don forget thanksgiving orchard star",2017-11-18,"neutral",0
"5283",0,"mean check  basket",2017-11-18,"neutral",0
"5284",1,"awesome morning spent",2017-11-18,"positive",1
"5285",0," starbhakts",2017-11-18,"neutral",0
"5286",1,"rainy saturdays call yummy peppermint mochas cozy day inside daughter feeling unde",2017-11-18,"positive",1
"5287",0,"trenta strawberry refresher lemonade daily routine",2017-11-18,"neutral",0
"5288",-1,"attention wrong holidays",2017-11-18,"negative",0
"5289",2,"fav basket look amazing items",2017-11-18,"positive",1
"5290",0,"mean check  basket",2017-11-18,"neutral",0
"5291",1,"rain day weekend car pride auto spa raining outside spend majority",2017-11-18,"positive",1
"5292",0,"went grab necessities lady stopped directions",2017-11-18,"neutral",0
"5293",0,"thought avoided happened",2017-11-18,"neutral",0
"5294",0,"saturday buzz main central station",2017-11-18,"neutral",0
"5295",1,"happy waldo finally found",2017-11-18,"positive",1
"5296",2,"good morning enjoy day time",2017-11-18,"positive",1
"5297",2,"fav basket look amazing items",2017-11-18,"positive",1
"5298",2,"good morning bout warm  brew",2017-11-18,"positive",1
"5299",1,"late dishwasher microwave safe",2017-11-18,"positive",1
"5300",1,"current situation decided share cake pigeons happy misspelled name",2017-11-18,"positive",1
"5301",0,"tis season",2017-11-18,"neutral",0
"5302",-1,"received yellow card inspector failed audit infractions",2017-11-18,"negative",0
"5303",1,"can thank extra",2017-11-18,"positive",1
"5304",0,"risk safe dream practical howard schultz",2017-11-18,"neutral",0
"5305",0,"tis season",2017-11-18,"neutral",0
"5306",0,"cold morning hot apple cider doesn",2017-11-18,"neutral",0
"5307",1,"nothing winter warm carrot cake cream cheese dip",2017-11-18,"positive",1
"5308",0,"hoarded planners suggestio",2017-11-18,"neutral",0
"5309",1,"found favorite",2017-11-18,"positive",1
"5310",0,"time bought bring office yeappi",2017-11-18,"neutral",0
"5311",0,"mornings contemplation",2017-11-18,"neutral",0
"5312",1,"days seating fav cocoa cappuccino reading book thanks life",2017-11-18,"positive",1
"5313",1,"thank",2017-11-18,"positive",1
"5314",0,"let start day",2017-11-18,"neutral",0
"5315",2,"fav basket look amazing items",2017-11-18,"positive",1
"5316",0,"check las vegas strip collection  mug mnib via",2017-11-18,"neutral",0
"5317",0,"copenhagen",2017-11-18,"neutral",0
"5318",0,"saturdays start",2017-11-18,"neutral",0
"5319",-1,"blow whistle",2017-11-18,"negative",0
"5320",0,"chillin night smelly winter festive cdc",2017-11-18,"neutral",0
"5321",1," called pizzespro enjoy min",2017-11-18,"positive",1
"5322",0,"brews row speculates couple holding hands",2017-11-18,"neutral",0
"5323",-1,"blow whistle",2017-11-18,"negative",0
"5324",-1,"blow whistle",2017-11-18,"negative",0
"5325",1,"pre birthday free choice biggest extra",2017-11-18,"positive",1
"5326",0,"someone shoot",2017-11-18,"neutral",0
"5327",0,"saturday buzz main central station",2017-11-18,"neutral",0
"5328",1,"yessssss fave",2017-11-18,"positive",1
"5329",-1,"blow whistle",2017-11-18,"negative",0
"5330",0,"holidays",2017-11-18,"neutral",0
"5331",-1,"blow whistle",2017-11-18,"negative",0
"5332",1,"best joseph mean steph",2017-11-18,"positive",1
"5333",1,"awesome morning spent",2017-11-18,"positive",1
"5334",-1,"americans value controversial highly",2017-11-18,"negative",0
"5335",-1,"ffs  attack    ",2017-11-18,"negative",0
"5336",-1,"blow whistle",2017-11-18,"negative",0
"5337",-1,"blow whistle",2017-11-18,"negative",0
"5338",-1,"blow whistle",2017-11-18,"negative",0
"5339",0,"introduce plant based milks rice coconut",2017-11-18,"neutral",0
"5340",-1,"pushing outrage",2017-11-18,"negative",0
"5341",0,"fuel",2017-11-18,"neutral",0
"5342",1,"check bearista rudolph plush bear mwmt via",2017-11-18,"positive",1
"5343",0,"",2017-11-18,"neutral",0
"5344",0,"strategy execution",2017-11-18,"neutral",0
"5345",0,"saturday morning",2017-11-18,"neutral",0
"5346",0,"raspberry white choco frappuccino",2017-11-18,"neutral",0
"5347",0," starbhakts",2017-11-18,"neutral",0
"5348",0,"tennis chocolate london",2017-11-18,"neutral",0
"5349",0," starbhakts",2017-11-18,"neutral",0
"5350",1,"excited planner",2017-11-18,"positive",1
"5351",0,"card",2017-11-18,"neutral",0
"5352",-1,"happy weekend guys funny day waiting week called week anyway",2017-11-18,"negative",0
"5353",0,"idk holding wakes lol",2017-11-18,"neutral",0
"5354",-1,"love  piss conservative idiots ones",2017-11-18,"negative",0
"5355",0,"starbhakts",2017-11-18,"neutral",0
"5356",0,"early  netherlands thanks",2017-11-18,"neutral",0
"5357",1,"craving satisfied green tea cream",2017-11-18,"positive",1
"5358",0,"pumpkin spice",2017-11-18,"neutral",0
"5359",2,"fav basket look amazing items",2017-11-18,"positive",1
"5360",0,"dog tone mug shop",2017-11-18,"neutral",0
"5361",1,"omg rose gold gone viral instagram",2017-11-18,"positive",1
"5362",0,"saved caffeine withdrawals",2017-11-18,"neutral",0
"5363",-1,"pushing outrage",2017-11-18,"negative",0
"5364",0,"sugar caffeine overload",2017-11-18,"neutral",0
"5365",2,"throwback moments smile portray excitement",2017-11-18,"positive",1
"5366",0,"risk safe dream practical howard schultz",2017-11-18,"neutral",0
"5367",2,"fav basket look amazing items",2017-11-18,"positive",1
"5368",1,"don  apparel merry little",2017-11-18,"positive",1
"5369",-1,"lost nines line drove buy",2017-11-18,"negative",0
"5370",0,"november kanazawa snowy tomorrow hinako",2017-11-18,"neutral",0
"5371",1,"morning campers starting weekend correct calories",2017-11-18,"positive",1
"5372",0,"_sa brooklyn mall pretoria",2017-11-18,"neutral",0
"5373",0,"damn love fall asleep favorite",2017-11-18,"neutral",0
"5374",0,"seasonal try morning",2017-11-18,"neutral",0
"5375",0,"get months automatically",2017-11-18,"neutral",0
"5376",1,"flow praise hospital",2017-11-18,"positive",1
"5377",0,"relax time class",2017-11-18,"neutral",0
"5378",0,"risk safe dream practical howard schultz",2017-11-18,"neutral",0
"5379",0,"raining watch",2017-11-18,"neutral",0
"5380",0,"saturday morning",2017-11-18,"neutral",0
"5381",0,"blessed coach gus thanks communit",2017-11-18,"neutral",0
"5382",0,"imported_fun risk safe dream practical howard schultz",2017-11-18,"neutral",0
"5383",0,"risk safe dream practical howard schultz",2017-11-18,"neutral",0
"5384",0,"officially outnumber third row",2017-11-18,"neutral",0
"5385",1,"looking suggestions lesbian couples grace themed",2017-11-18,"positive",1
"5386",0,"yesterday episodes revalued meaning hipster",2017-11-18,"neutral",0
"5387",1,"gingerbread apparently means festive season",2017-11-18,"positive",1
"5388",0,"believe",2017-11-18,"neutral",0
"5389",0,"belated birthday treat free notebook moleskin woohoo",2017-11-18,"neutral",0
"5390",0,"nov days ",2017-11-18,"neutral",0
"5391",-1,"first republicans keurig due imaginary",2017-11-18,"negative",0
"5392",-1,"nov copyright infringement intended",2017-11-18,"negative",0
"5393",0,"finding supposed sort waldo game missing",2017-11-18,"neutral",0
"5394",0,"life begins",2017-11-18,"neutral",0
"5395",1,"refreshing daayen",2017-11-18,"positive",1
"5396",-1,"cmoooonnn winterrrr waiting",2017-11-18,"negative",0
"5397",0,"officially outnumber third row",2017-11-18,"neutral",0
"5398",0,"anaheim",2017-11-18,"neutral",0
"5399",0," time covering pin thanks",2017-11-18,"neutral",0
"5400",0,"fudge hot chocolate",2017-11-18,"neutral",0
"5401",2,"fav basket look amazing items",2017-11-18,"positive",1
"5402",0," birthday special",2017-11-18,"neutral",0
"5403",0,"iced guatemala antigua",2017-11-18,"neutral",0
"5404",0,"another please",2017-11-18,"neutral",0
"5405",0," beverage planner seriously sooner",2017-11-18,"neutral",0
"5406",2,"fav basket look amazing items",2017-11-18,"positive",1
"5407",-1,"attack     holy crap cracker",2017-11-18,"negative",0
"5408",1,"enter win mug  blend",2017-11-18,"positive",1
"5409",1,"donut  cozy blue sleeve",2017-11-18,"positive",1
"5410",-1,"fucking",2017-11-18,"negative",0
"5411",1,"check  mug white festive  cocoa poinsettia via",2017-11-18,"positive",1
"5412",0,"home jour",2017-11-18,"neutral",0
"5413",0,"relax time class",2017-11-18,"neutral",0
"5414",-1,"thanks makes happy thanks cheap cheap",2017-11-18,"negative",0
"5415",2,"just girl enjoys writing short stories creating adult graphic novels avid",2017-11-18,"positive",1
"5416",0,"entrepreneurs obsessed shops particularly",2017-11-18,"neutral",0
"5417",-1,"increase base price indulge profiteering following rate cuts",2017-11-18,"negative",0
"5418",0,"butt hurts seat pretty pins needles happen",2017-11-18,"neutral",0
"5419",-1,"mother cold",2017-11-18,"negative",0
"5420",1,"stickers win hahaha",2017-11-18,"positive",1
"5421",1,"good day reading time",2017-11-18,"positive",1
"5422",-1,"pushing outrage",2017-11-18,"negative",0
"5423",0,"warns   promote   via",2017-11-18,"neutral",0
"5424",0,"warns   promote   via",2017-11-18,"neutral",0
"5425",0,"wish bring extra shot wake game",2017-11-18,"neutral",0
"5426",-2,"whining moaning hilariously hypocritical",2017-11-18,"negative",0
"5427",0,"normal line drive",2017-11-18,"neutral",0
"5428",-1,"reported abt cruel industry",2017-11-18,"negative",0
"5429",1,"christians merry  care beliefs christians",2017-11-18,"positive",1
"5430",2,"fav basket look amazing items",2017-11-18,"positive",1
"5431",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5432",0,"back vaca",2017-11-18,"neutral",0
"5433",0,"sandwiches bound waikiki",2017-11-18,"neutral",0
"5434",1,"thank little girls birthday",2017-11-18,"positive",1
"5435",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5436",0,"kandy karats",2017-11-18,"neutral",0
"5437",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5438",0,"dog human cause cuteness definitely bigger story bunch whiny christians",2017-11-18,"neutral",0
"5439",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5440",0,"mean check  basket",2017-11-18,"neutral",0
"5441",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5442",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5443",0,"jeez holidays unless called bitching",2017-11-18,"neutral",0
"5444",0," life",2017-11-18,"neutral",0
"5445",0,"bears vintage",2017-11-18,"neutral",0
"5446",0,"missing texas",2017-11-18,"neutral",0
"5447",0,"oooo close eggnog season",2017-11-18,"neutral",0
"5448",-1,"boycott",2017-11-18,"negative",0
"5449",0,"aes thanks  paraprofessionals",2017-11-18,"neutral",0
"5450",1,"enter win mug  blend",2017-11-17,"positive",1
"5451",0,"host reflection",2017-11-17,"neutral",0
"5452",1," looking forward listening bedheads interview jon jay rich morning",2017-11-17,"positive",1
"5453",-1,"ahh timeless american tradition conservative evangelicals getting offended",2017-11-17,"negative",0
"5454",0,"awhile",2017-11-17,"neutral",0
"5455",0," talkie shop",2017-11-17,"neutral",0
"5456",0,"looks",2017-11-17,"neutral",0
"5457",0," real mvp",2017-11-17,"neutral",0
"5458",0,"peppermint mocha frappuccino tonight",2017-11-17,"neutral",0
"5459",0,"season",2017-11-17,"neutral",0
"5460",-1,"wondering controversy promoting",2017-11-17,"negative",0
"5461",0,"psl thanks",2017-11-17,"neutral",0
"5462",0,"cake",2017-11-17,"neutral",0
"5463",0,"understand feel spirit",2017-11-17,"neutral",0
"5464",1,"japan announces round festive coming soon via",2017-11-17,"positive",1
"5465",3,"thankful wonderful moms families little ones amazing feast",2017-11-17,"positive",1
"5466",0,"finally psl",2017-11-17,"neutral",0
"5467",-1,"closing online store biggest bonehead uncaring move cares abou",2017-11-17,"negative",0
"5468",0,"apparently guys care seniors disabled enjoy cares",2017-11-17,"neutral",0
"5469",1,"today told basically stray cat loves feeds probably",2017-11-17,"positive",1
"5470",-2,"angry christmasy angry liberal angr",2017-11-17,"negative",0
"5471",1,"ready exam",2017-11-17,"positive",1
"5472",0,"mmmm",2017-11-17,"neutral",0
"5473",1,"ceo options fast growing categories story",2017-11-17,"positive",1
"5474",0,"picking grabbing",2017-11-17,"neutral",0
"5475",0,"thx abdulrahim",2017-11-17,"neutral",0
"5476",1,"cheer raise color holidays",2017-11-17,"positive",1
"5477",0,"course  season crying",2017-11-17,"neutral",0
"5478",-2," mad lesbians holding hands seriously usa shit",2017-11-17,"negative",0
"5479",0,"lil bish frames",2017-11-17,"neutral",0
"5480",0,"course  season crying",2017-11-17,"neutral",0
"5481",0,"pastries",2017-11-17,"neutral",0
"5482",0,"friday flow crew",2017-11-17,"neutral",0
"5483",1,"check bearista rudolph plush bear mwmt via",2017-11-17,"positive",1
"5484",0,"local",2017-11-17,"neutral",0
"5485",0,"flow",2017-11-17,"neutral",0
"5486",0,"aes thanks  paraprofessionals",2017-11-17,"neutral",0
"5487",-1,"baby cold outside",2017-11-17,"negative",0
"5488",0,"canada",2017-11-17,"neutral",0
"5489",0,"found stopper lol",2017-11-17,"neutral",0
"5490",0,"order local security unacceptabl",2017-11-17,"neutral",0
"5491",3,"hot chocolate lipstick charming design love seeing seattle creativity showca",2017-11-17,"positive",1
"5492",0,"teeth reward biting dentist",2017-11-17,"neutral",0
"5493",1,"check bearista rudolph plush bear mwmt via",2017-11-17,"positive",1
"5494",0,"",2017-11-17,"neutral",0
"5495",0,"nitro nightcap late night design",2017-11-17,"neutral",0
"5496",2,"beautiful lady enjoy lights sight",2017-11-17,"positive",1
"5497",-1,"friday night sit pretend life",2017-11-17,"negative",0
"5498",-2,"haters complain hands possibly lesbian probably holding special person",2017-11-17,"negative",0
"5499",1,"check bearista rudolph plush bear mwmt via",2017-11-17,"positive",1
"5500",0,"monte",2017-11-17,"neutral",0
"5501",0,"red",2017-11-17,"neutral",0
"5502",0,"first morning",2017-11-17,"neutral",0
"5503",0,"don forget red",2017-11-17,"neutral",0
"5504",0,"unisex bathrooms",2017-11-17,"neutral",0
"5505",0,"head center",2017-11-17,"neutral",0
"5506",0,"reserved",2017-11-17,"neutral",0
"5507",1,"beauty",2017-11-17,"positive",1
"5508",0,"",2017-11-17,"neutral",0
"5509",0,"reserved",2017-11-17,"neutral",0
"5510",1,"send offers buy free certificate thinking",2017-11-17,"positive",1
"5511",0,"ramadan",2017-11-17,"neutral",0
"5512",-1,"pushing outrage",2017-11-17,"negative",0
"5513",0,"returning favorite twist try toffee nut crunch ",2017-11-17,"neutral",0
"5514",-1,"waiting mall movie hrs whatever",2017-11-17,"negative",0
"5515",-1,"shame feel allow",2017-11-17,"negative",0
"5516",0,"name sir alvin makes sense alveno yeah",2017-11-17,"neutral",0
"5517",1,"jammin dancing makes barista happy",2017-11-17,"positive",1
"5518",0,"front adaptation culture nationalities",2017-11-17,"neutral",0
"5519",1,"good hint spice",2017-11-17,"positive",1
"5520",0,"kinda picture ago",2017-11-17,"neutral",0
"5521",1,"enter win mug  blend",2017-11-17,"positive",1
"5522",-1,"miss",2017-11-17,"negative",0
"5523",1,"finally haha thanks friends helping",2017-11-17,"positive",1
"5524",1,"support thrasher black rifle instead awful wallet happier",2017-11-17,"positive",1
"5525",-2,"just uploaded decor fake unicorn learn fake unicor",2017-11-17,"negative",0
"5526",0,"hearing  music seeing shadow six weeks michael",2017-11-17,"neutral",0
